ICSD,kappa_exp,composition,kappa_latt_comp
89708.0,,Al2 Ca2 O5,10.09
261882.0,,Cu1 Fe1 S2,10.13
31338.0,,Ca1 Ge1 O3,10.22
36097.0,,K2 O5 Ti2,10.22
28483.0,,Al6 O16 Sr4 W1,10.41
39267.0,,Ba3 In2 O6,10.41
32537.0,,La2 O7 Ti2,10.41
79404.0,,Al1 Na1 O2,10.43
34884.0,,Al1 Na1 O4 Si1,10.46
67778.0,,Se1 Zn1,10.46
280042.0,,Ba1 Ca1 Ga4 O8,10.49
95675.0,,Au1 O2 Y1,10.53
247275.0,,Ga1 In1 O7 Zn4,10.59
78945.0,,N4 Zr3,10.6
82538.0,,Hf1 N2 Sr1,10.63
180402.0,,Cd1 O3 Sn1,10.66
417444.0,,Ba1 N8 Si6,10.71
44693.0,,La1 P1,10.71
25729.0,,Na1 O2 Sc1,10.75
410826.0,,Mg2 N2 Sr1,10.82
157186.0,,Al2 Mg1 O4,11.06
156702.0,,Ga1 Na1 O6 Si2,11.07
32743.0,,K1 Na1 O1,11.13
170677.0,,Na4 O12 Ti5,11.14
2104.0,,O7 Pb1 Ti3,11.15
90847.0,,O7 Sn2 Sr3,11.17
34234.0,,O2 Pb1,11.2
167815.0,,Mg2 O4 Sn1,11.27
154327.0,,Ca1 Ge1 O5 Zr1,11.32
166310.0,,Na1 O6 Si2 Ti1,11.33
262708.0,,Cd1 O3 Ti1,11.34
67773.0,,As1 Ga1,11.44
83028.0,,Al1 O3 Y1,11.45
15298.0,,Cu1 S2 Sc1,11.5
173960.0,,O2 Zr1,11.54
69049.0,,Ca2 N2 Zn1,11.59
25605.0,,Cd1 P4,11.61
83341.0,,Ge3 La2 O9,11.7
637510.0,,Ge1 P2 Zn1,11.81
96819.0,,Ca1 O5 Si1 Sn1,11.84
81112.0,,Ga2 O4 Zn1,11.95
156339.0,,Ge3 N4,12.12
162195.0,,La1 N1,12.35
95666.0,,Au1 Ga1 O2,12.36
657507.0,,Ru1 S2,12.36
20275.0,,Ca1 O2,12.37
99538.0,,La1 O3 Sc1,12.37
74553.0,,Na1 O6 Sc1 Si2,12.4
613591.0,,B1 Cu1 Se2,12.41
95669.0,,Au1 O2 Sc1,12.53
237067.0,,Be1 Si1 As2,12.59
30262.0,,Ca2 O7 Si2 Zn1,12.75
622576.0,,Co1 Cu2 S4 Si1,12.81
619529.0,,Ca1 S1,12.87
81538.0,,Na1 O4 Ti1 Y1,13.15
10351.0,,Ca1 Ga4 O7,13.18
157769.0,,Ga2 Mg1 O4,13.28
78270.0,,Cu1 Cl1,13.38
51183.0,,Ca1 O4 Ti2,13.52
160218.0,,O3 Sc2,13.54
182369.0,,Ge1 Mg1 P2,13.66
42124.0,,Al1 Cu1 S2,13.67
85770.0,,N2 Sr1 Ti1,13.81
162531.0,,Al1 Na1 O6 Si2,13.83
201282.0,,Ge4 O9 Pb1,13.88
80377.0,,Ba2 N2 Zn1,14.05
41732.0,,Mg1 O2,14.08
180911.0,,In1 P1,14.46
94145.0,,Ca2 Mg1 O7 Si2,14.47
79123.0,,Ca1 Mg2 N2,14.59
202044.0,,Ga4 Ge1 O8,14.6
183382.0,,Al2 Cd1 O4,14.79
603118.0,,Mn1 S1,14.89
608603.0,,Al1 Mo4 S8,15.07
22382.0,,O3 Ti1 Zn1,15.23
61612.0,,Co1 Cr2 O4,15.38
163832.0,,As4 Si3,15.41
41493.0,,O2 Ti1,15.71
201750.0,,Al2 Ge2 O7,15.81
155638.0,,Ga4 O8 Ti1,16.08
416573.0,,O7 Si2 Y2,16.28
184569.0,,B1 Bi1,16.33
620242.0,,Cd1 P2 Si1,16.45
86241.0,,Ca3 O7 Ti2,16.59
82537.0,,N2 Sr1 Zr1,16.83
1999.0,,Ga1 O3 Y1,17.21
9839.0,,Ca1 O5 Si1 Ti1,17.44
23502.0,,Ge1 Mg1 N2,17.8
166623.0,,Na2 O5 Si1 Ti1,18.08
62036.0,,Ba2 O4 Pb1,18.25
153815.0,,Hf2 La2 O7,18.36
24588.0,,Al2 Ca2 O7 Si1,18.42
30339.0,,Ga1 In1 O3,18.59
648145.0,,P2 Si1 Zn1,18.78
95663.0,,Al1 Au1 O2,18.86
53939.0,,Mg1 S1,18.88
47100.0,,Ge2 N3 Na1,19.21
161061.0,,Al2 O3,19.33
31131.0,,Pt1 S1,19.89
82956.0,,La2 O7 Sn2,19.9
97997.0,,Hf3 N4,20.15
153819.0,,Hf2 O7 Y2,20.31
16191.0,,Al4 Ca1 O7,20.37
156413.0,,Cu1 B1 S2,20.39
53945.0,,Be1 Te1,20.46
52390.0,,Ca1 In2 O4,20.82
50981.0,,Mg1 O5 V2,21.12
74896.0,,Ge2 In2 O7,21.55
43012.0,,Fe1 Mo1 O4,21.61
202080.0,,Ge1 Hf1 O4,22.28
81535.0,,La1 Na1 O4 Ti1,22.28
22189.0,,Mg1 P2 Si1,22.44
67771.0,,Al1 As1,22.72
183103.0,,Ge2 N4 Si1,22.98
161079.0,,N1 Y1,23.11
51573.0,,La2 O7 Zr2,23.51
647544.0,,O3 Ti2,24.02
67772.0,,Ga1 P1,24.23
401500.0,,N8 Si5 Sr2,24.29
24193.0,,O7 Sn2 Y2,24.53
75738.0,,Mg1 O3 Si1,24.85
656276.0,,N2 Si1 Zn1,25.46
184676.0,,Si1 Sn1,26.19
62766.0,,Na2 O19 Ti9,26.48
19005.0,,Hg1 O3 Ti1,27.37
59111.0,,Hf1 O4 Si1,28.52
33722.0,,Ge1 O3 Zn1,28.71
95661.0,,Al1 Cu1 O2,28.87
85746.0,,Al2 O5 Si1,28.9
184649.0,,Mn1 O3 Ti1,29.37
86931.0,,Al1 O3 Sc1,29.42
166436.0,,O4 Si1 Ti1,30.26
237066.0,,Be1 Si1 P2,30.36
155462.0,,Ge1 N2 Zn1,31.17
27681.0,,Al2 O5 Ti1,31.48
409452.0,,In2 O7 Si2,31.78
169652.0,,Mg1 O3 Ti1,31.82
157502.0,,N1 Sc1,31.86
41500.0,,Ga1 N1,35.56
39707.0,,Ba2 O4 Zr1,35.8
29262.0,,Ge1 O4 Zr1,36.2
79070.0,,Ca2 N8 Si5,37.33
160111.0,,O7 Ti2 Y2,37.84
183374.0,,Be1 Se1,39.04
642668.0,,Mg1 N2 Si1,40.09
35141.0,,Ni1 S8 V4,40.62
16752.0,,N4 Si3,41.62
98570.0,,O4 Si1 Zr1,42.64
43330.0,,Fe1 Si1,45.11
391265.0,,N8 Si6 Sr1,48.95
73243.0,,Ge1 Mn1 O3,49.6
167186.0,,O3 Si1 Zn1,53.56
75925.0,,O7 Sc2 Si2,53.89
67770.0,,Al1 P1,55.18
203131.0,,Ca1 O7 Si2 Zr1,55.67
24804.0,,Al1 Sb1,59.48
29263.0,,Ge1 O8 Zr3,60.12
182365.0,,Sn1 C1,63.82
163951.0,,Al1 N1,66.47
185992.0,,Hf1 C1,66.65
188693.0,,Sc1 P1,70.89
184571.0,,B1 Sb1,71.49
29082.0,,Co1 O1,77.41
72466.0,,N3 Na1 Si2,84.81
44110.0,,Mg1 C1 N2,90.24
44112.0,,Be1 Si1 N2,90.38
43871.0,,As1 B1,91.78
44724.0,,Be1 S1,109.63
183162.0,,Zr1 C1,129.47
60388.0,,Si1,131.62
182363.0,,Ge1 C1,132.54
62732.0,,Be1 O1,148.35
44111.0,,Be1 C1 N2,150.57
236784.0,,V1 N1,179.06
184570.0,,B1 P1,274.91
182361.0,,Si1 C1,384.41
183257.0,,B1 N1,403.12
174043.0,,Co1 Rh2 S4,992.46
66464.0,,C1,1079.91
82210.0,,Ca0.98 La0.02 Mn1 O3,
82209.0,,Ca0.96 La0.04 Mn1 O3,
82208.0,,Ca0.94 La0.06 Mn1 O3,
82207.0,,Ca0.92 La0.08 Mn1 O3,
35218.0,,Ca0.9 Bi0.1 Mn0.9 Nb0.1 O3,
165698.0,,Ca1 Gd0.98 Mn0.02 O3,
78133.0,,Nd2 Ru2 O7,
53910.0,,Si0.9 Ge0.1,
83486.0,,La2 Cu1 O4,
184669.0,,La1.61 Sr0.39 Cu0.94 Ti0.06 O4,
184665.0,,La1.85 Sr0.15 Cu0.94 Ti0.06 O4,
184666.0,,La1.73 Sr0.27 Cu0.94 Ti0.06 O4,
184667.0,,La1.69 Sr0.31 Cu0.94 Ti0.06 O4,
184668.0,,La1.67 Sr0.34 Cu0.94 Ti0.06 O4,
78632.0,,La1.95 Sr0.05 Cu1 O4,
78240.0,,La1.9 Sr0.1 Cu1 O4,
62608.0,,La1.85 Sr0.15 Cu1 O4,
62608.0,,La1.725 Sr0.28 Cu1 O4,
37123.0,,Tl1 Cr5 Se8,
89459.0,,Li1 Mn2 O4,
31918.0,,Cu1 Fe0.9 Cr0.1 O2,
29214.0,,Cu1 Rh0.9 Mg0.1 O2,
80053.0,,W1 O3,
80053.0,,W0.99 O3 Co0.02,
80053.0,,W0.95 O3.1 Co0.1,
80053.0,,W0.9 O3 Co0.2,
164755.0,,Ca1 Yb0.4 Mn0.6 O3,
96163.0,,Ce1 Fe2 Co2 Sb12,
26170.0,,Zn0.9925 Al0.0075 O1,
26170.0,,Zn0.97 Al0.03 O1,
157935.0,,Sr1 Mn0.98 Mo0.02 O3,
157935.0,,Sr1 Mn0.96 Mo0.04 O3,
617054.0,,Bi92 Sb8,
617054.0,,Bi90 Sb10,
617054.0,,Bi88 Sb12,
617054.0,,Bi86 Sb14,
617054.0,,Bi83 Sb17,
200971.0,,Ca1 Mn6.5 Cu0.5 O12,
200971.0,,Ca1 Mn6 Cu1 O12,
85650.0,,Pr0.5 Ca0.5 Mn1 O3,
65091.0,,Sr0.95 La0.05 Ti1 O3,
65094.0,,Sr0.8 La0.2 Ti1 O3,
160556.0,,La0.05 Ca2.85 Co3.8 O8.55,
160556.0,,La0.3 Ca2.7 Co4 O9,
160556.0,,La0.45 Ca2.55 Co4 O9,
246406.0,,Ca0.9 Ce0.1 Mn1 O3,
164748.0,,Ca0.9 Sm0.1 Mn1 O3,
164748.0,,Ca0.9 Sb0.1 Mn1 O3,
164745.0,,Ca0.9 La0.1 Mn1 O3,
164745.0,,Ca0.9 Pb0.1 Mn1 O3,
164745.0,,Ca0.9 In0.1 Mn1 O3,
164745.0,,Ca0.9 Sn0.1 Mn1 O3,
96163.0,,Ce1 Fe2.5 Co1.5 Sb12,
96163.0,,Ce1 Fe1 Co3 Sb12,
96163.0,,Ce1 Fe1.5 Co2.5 Sb12,
646828.0,,Zr0.3 Hf0.3 Ti0.4 Ni1 Sn1,
170576.0,,Cs1 Bi4 Te6,
171227.0,,Tl11.5 Sb11.5 Cu8 Se27,
161949.0,,Ba8 Ga16 Sn30,
90177.0,,Sr8 Ga16 Ge30,
94298.0,,Ba8 Ga16 Si30,
29214.0,,Cu1 Rh1 O2,
29214.0,,Cu1 Rh0.99 Mg0.01 O2,
29214.0,,Cu1 Rh0.96 Mg0.04 O2,
168009.0,,Fe1.98 Ti0.02 O3,
84729.0,,Fe1.98 Sn0.02 O3,
